edition,round,home_team,away_team,date,home_result,away_result,result,city
1930,Poules,France,Mexico ,1930-01-01,4,1,home_team,Montevideo
1930,Poules,USA,Belgium ,1930-01-01,3,0,home_team,Montevideo
1930,Poules,Yugoslavia ,Brazil ,1930-01-01,2,1,home_team,Montevideo
1930,Poules,Romania ,Peru ,1930-01-01,3,1,home_team,Montevideo
1930,Poules,Argentina,France,1930-01-01,1,0,home_team,Montevideo
1930,Poules,Chile,Mexico ,1930-01-01,3,0,home_team,Montevideo
1930,Poules,Yugoslavia ,Bolivia,1930-01-01,4,0,home_team,Montevideo
1930,Poules,USA,Paraguay,1930-01-01,3,0,home_team,Montevideo
1930,Poules,Uruguay,Peru ,1930-01-01,1,0,home_team,Montevideo
1930,Poules,Chile,France,1930-01-01,1,0,home_team,Montevideo
1930,Poules,Argentina,Mexico ,1930-01-01,6,3,home_team,Montevideo
1930,Poules,Brazil ,Bolivia,1930-01-01,4,0,home_team,Montevideo
1930,Poules,Paraguay,Belgium ,1930-01-01,1,0,home_team,Montevideo
1930,Poules,Uruguay,Romania ,1930-01-01,4,0,home_team,Montevideo
1930,Poules,Argentina,Chile,1930-01-01,3,1,home_team,Montevideo
1930,Demi-finales,Argentina,USA,1930-01-01,6,1,home_team,Montevideo
1930,Demi-finales,Uruguay,Yugoslavia ,1930-01-01,6,1,home_team,Montevideo
1930,Finale,Uruguay,Argentina,1930-01-01,4,2,home_team,Montevideo
1934,Huitièmes de finale,Italy ,USA,1934-01-01,7,1,home_team,Roma
1934,Huitièmes de finale,Austria ,France,1934-01-01,3,2,home_team,Torino
1934,Huitièmes de finale,Germany ,Belgium ,1934-01-01,5,2,home_team,Firenze
1934,Huitièmes de finale,Czechoslovakia ,Romania ,1934-01-01,2,1,home_team,Trieste
1934,Huitièmes de finale,Switzerland ,Netherlands ,1934-01-01,3,2,home_team,Milano
1934,Huitièmes de finale,Sweden ,Argentina,1934-01-01,3,2,home_team,Bologna
1934,Huitièmes de finale,Spain ,Brazil ,1934-01-01,3,1,home_team,Genova
1934,Huitièmes de finale,Hungary ,Egypt ,1934-01-01,4,2,home_team,Napoli
1934,Quarts de finale,Austria ,Hungary ,1934-01-01,2,1,home_team,Bologna
1934,Quarts de finale,Czechoslovakia ,Switzerland ,1934-01-01,3,2,home_team,Torino
1934,Quarts de finale,Germany ,Sweden ,1934-01-01,2,1,home_team,Milano
1934,Quarts de finale,Italy ,Spain ,1934-01-01,1,1,draw,Firenze
1934,Quarts de finale,Italy ,Spain ,1934-01-01,1,0,home_team,Firenze
1934,Demi-finales,Italy ,Austria ,1934-01-01,1,0,home_team,Milano
1934,Demi-finales,Czechoslovakia ,Germany ,1934-01-01,3,1,home_team,Roma
1934,Troisième place,Germany ,Austria ,1934-01-01,3,2,home_team,Napoli
1934,Finale,Italy ,Czechoslovakia ,1934-01-01,2,1,home_team,Roma
1938,Huitièmes de finale,Switzerland ,Germany ,1938-01-01,1,1,draw,Paris
1938,Huitièmes de finale,Italy ,Norway ,1938-01-01,2,1,home_team,Marseille
1938,Huitièmes de finale,France,Belgium ,1938-01-01,3,1,home_team,Paris
1938,Huitièmes de finale,Hungary ,Dutch East Indies ,1938-01-01,6,0,home_team,Reims
1938,Huitièmes de finale,Cuba,Romania ,1938-01-01,3,3,draw,Toulouse
1938,Huitièmes de finale,Brazil ,Poland ,1938-01-01,6,5,home_team,Strasbourg
1938,Huitièmes de finale,Czechoslovakia ,Netherlands ,1938-01-01,3,0,home_team,Le_Havre
1938,Huitièmes de finale,Switzerland ,Germany ,1938-01-01,4,2,home_team,Paris
1938,Huitièmes de finale,Cuba,Romania ,1938-01-01,2,1,home_team,Toulouse
1938,Quarts de finale,Italy ,France,1938-01-01,3,1,home_team,Paris
1938,Quarts de finale,Brazil ,Czechoslovakia ,1938-01-01,1,1,draw,Bordeaux
1938,Quarts de finale,Hungary ,Switzerland ,1938-01-01,2,0,home_team,Lille
1938,Quarts de finale,Sweden ,Cuba,1938-01-01,8,0,home_team,Antibes
1938,Quarts de finale,Brazil ,Czechoslovakia ,1938-01-01,2,1,home_team,Bordeaux
1938,Demi-finales,Italy ,Brazil ,1938-01-01,2,1,home_team,Marseille
1938,Demi-finales,Hungary ,Sweden ,1938-01-01,5,1,home_team,Paris
1938,Troisième place,Brazil ,Sweden ,1938-01-01,4,2,home_team,Bordeaux
1938,Finale,Italy ,Hungary ,1938-01-01,4,2,home_team,Paris
1950,Poules,Brazil ,Mexico ,1950-01-01,4,0,home_team,Rio De Janeiro
1950,Poules,England,Chile,1950-01-01,2,0,home_team,Rio De Janeiro
1950,Poules,Spain ,USA,1950-01-01,3,1,home_team,Curitiba
1950,Poules,Sweden ,Italy ,1950-01-01,3,2,home_team,São_Paulo
1950,Poules,Yugoslavia ,Switzerland ,1950-01-01,3,0,home_team,Belo Horizonte
1950,Poules,Brazil ,Switzerland ,1950-01-01,2,2,draw,São_Paulo
1950,Poules,Yugoslavia ,Mexico ,1950-01-01,4,1,home_team,Porto_Alegre
1950,Poules,Spain ,Chile,1950-01-01,2,0,home_team,Rio De Janeiro
1950,Poules,Sweden ,Paraguay,1950-01-01,2,2,draw,Curitiba
1950,Poules,USA,England,1950-01-01,1,0,home_team,Belo Horizonte
1950,Poules,Brazil ,Yugoslavia ,1950-01-01,2,0,home_team,Rio De Janeiro
1950,Poules,Spain ,England,1950-01-01,1,0,home_team,Rio De Janeiro
1950,Poules,Italy ,Paraguay,1950-01-01,2,0,home_team,São_Paulo
1950,Poules,Uruguay,Bolivia,1950-01-01,8,0,home_team,Belo Horizonte
1950,Poules,Switzerland ,Mexico ,1950-01-01,2,1,home_team,Porto_Alegre
1950,Poules,Chile,USA,1950-01-01,5,2,home_team,Recife
1950,Finale,Brazil ,Sweden ,1950-01-01,7,1,home_team,Rio De Janeiro
1950,Finale,Uruguay,Spain ,1950-01-01,2,2,draw,São_Paulo
1950,Finale,Uruguay,Sweden ,1950-01-01,3,2,home_team,São_Paulo
1950,Finale,Brazil ,Spain ,1950-01-01,6,1,home_team,Rio De Janeiro
1950,Finale,Sweden ,Spain ,1950-01-01,3,1,home_team,São_Paulo
1950,Finale,Uruguay,Brazil ,1950-01-01,2,1,home_team,Rio De Janeiro
1954,Poules,Yugoslavia ,France,1954-01-01,1,0,home_team,Lausanne
1954,Poules,Brazil ,Mexico ,1954-01-01,5,0,home_team,Genève
1954,Poules,Austria ,Scotland,1954-01-01,1,0,home_team,Zürich
1954,Poules,Uruguay,Czechoslovakia ,1954-01-01,2,0,home_team,Bern
1954,Poules,Switzerland ,Italy ,1954-01-01,2,1,home_team,Lausanne
1954,Poules,Hungary ,South Korea ,1954-01-01,9,0,home_team,Zürich
1954,Poules,FRG ,Turkey ,1954-01-01,4,1,home_team,Bern
1954,Poules,England,Belgium ,1954-01-01,4,4,draw,Basel
1954,Poules,Uruguay,Scotland,1954-01-01,7,0,home_team,Basel
1954,Poules,Brazil ,Yugoslavia ,1954-01-01,1,1,draw,Lausanne
1954,Poules,Austria ,Czechoslovakia ,1954-01-01,5,0,home_team,Zürich
1954,Poules,France,Mexico ,1954-01-01,3,2,home_team,Genève
1954,Poules,Hungary ,FRG ,1954-01-01,8,3,home_team,Basel
1954,Poules,Turkey ,South Korea ,1954-01-01,7,0,home_team,Genève
1954,Poules,Italy ,Belgium ,1954-01-01,4,1,home_team,Lugano
1954,Poules,England,Switzerland ,1954-01-01,2,0,home_team,Bern
1954,Poules,FRG ,Turkey ,1954-01-01,7,2,home_team,Zürich
1954,Poules,Switzerland ,Italy ,1954-01-01,4,1,home_team,Basel
1954,Quarts de finale,Uruguay,England,1954-01-01,4,2,home_team,Basel
1954,Quarts de finale,Austria ,Switzerland ,1954-01-01,7,5,home_team,Lausanne
1954,Quarts de finale,Hungary ,Brazil ,1954-01-01,4,2,home_team,Bern
1954,Quarts de finale,FRG ,Yugoslavia ,1954-01-01,2,0,home_team,Genève
1954,Demi-finales,Hungary ,Uruguay,1954-01-01,4,2,home_team,Lausanne
1954,Demi-finales,FRG ,Austria ,1954-01-01,6,1,home_team,Basel
1954,Troisième place,Austria ,Uruguay,1954-01-01,3,1,home_team,Zürich
1954,Finale,FRG ,Hungary ,1954-01-01,3,2,home_team,Bern
1958,Poules,Sweden ,Mexico ,1958-01-01,3,0,home_team,Stockholm
1958,Poules,FRG ,Argentina,1958-01-01,3,1,home_team,Malmö
1958,Poules,Northern Ireland ,Czechoslovakia ,1958-01-01,1,0,home_team,Halmstad
1958,Poules,France,Paraguay,1958-01-01,7,3,home_team,Norrköping
1958,Poules,Yugoslavia ,Scotland,1958-01-01,1,1,draw,Västerås
1958,Poules,Hungary ,Wales ,1958-01-01,1,1,draw,Sandviken
1958,Poules,England,Soviet Union ,1958-01-01,2,2,draw,Göteborg
1958,Poules,Brazil ,Austria ,1958-01-01,3,0,home_team,Uddevalla
1958,Poules,FRG ,Czechoslovakia ,1958-01-01,2,2,draw,Helsingborg
1958,Poules,Argentina,Northern Ireland ,1958-01-01,3,1,home_team,Halmstad
1958,Poules,Paraguay,Scotland,1958-01-01,3,2,home_team,Norrköping
1958,Poules,Yugoslavia ,France,1958-01-01,3,2,home_team,Västerås
1958,Poules,Wales ,Mexico ,1958-01-01,1,1,draw,Stockholm
1958,Poules,Brazil ,England,1958-01-01,0,0,draw,Göteborg
1958,Poules,Soviet Union ,Austria ,1958-01-01,2,0,home_team,Borås
1958,Poules,Sweden ,Hungary ,1958-01-01,2,1,home_team,Stockholm
1958,Poules,Sweden ,Wales ,1958-01-01,0,0,draw,Stockholm
1958,Poules,FRG ,Northern Ireland ,1958-01-01,2,2,draw,Malmö
1958,Poules,Czechoslovakia ,Argentina,1958-01-01,6,1,home_team,Helsingborg
1958,Poules,France,Scotland,1958-01-01,2,1,home_team,Örebro
1958,Poules,Yugoslavia ,Paraguay,1958-01-01,3,3,draw,Eskilstuna
1958,Poules,Hungary ,Mexico ,1958-01-01,4,0,home_team,Sandviken
1958,Poules,Brazil ,Soviet Union ,1958-01-01,2,0,home_team,Göteborg
1958,Poules,England,Austria ,1958-01-01,2,2,draw,Borås
1958,Poules,Northern Ireland ,Czechoslovakia ,1958-01-01,2,1,home_team,Malmö
1958,Poules,Wales ,Hungary ,1958-01-01,2,1,home_team,Stockholm
1958,Poules,Soviet Union ,England,1958-01-01,1,0,home_team,Göteborg
1958,Quarts de finale,Sweden ,Soviet Union ,1958-01-01,2,0,home_team,Stockholm
1958,Quarts de finale,FRG ,Yugoslavia ,1958-01-01,1,0,home_team,Malmö
1958,Quarts de finale,France,Northern Ireland ,1958-01-01,4,0,home_team,Norrköping
1958,Quarts de finale,Brazil ,Wales ,1958-01-01,1,0,home_team,Göteborg
1958,Demi-finales,Sweden ,FRG ,1958-01-01,3,1,home_team,Göteborg
1958,Demi-finales,Brazil ,France,1958-01-01,5,2,home_team,Stockholm
1958,Troisième place,France,FRG ,1958-01-01,6,3,home_team,Göteborg
1958,Finale,Brazil ,Sweden ,1958-01-01,5,2,home_team,Stockholm
1962,Poules,Uruguay,Colombia,1962-01-01,2,1,home_team,Arica
1962,Poules,Chile,Switzerland ,1962-01-01,3,1,home_team,Santiago
1962,Poules,Brazil ,Mexico ,1962-01-01,2,0,home_team,Viña Del Mar
1962,Poules,Argentina,Bulgaria ,1962-01-01,1,0,home_team,Rancagua
1962,Poules,Soviet Union ,Yugoslavia ,1962-01-01,2,0,home_team,Arica
1962,Poules,FRG ,Italy ,1962-01-01,0,0,draw,Santiago
1962,Poules,Czechoslovakia ,Spain ,1962-01-01,1,0,home_team,Viña Del Mar
1962,Poules,Hungary ,England,1962-01-01,2,1,home_team,Rancagua
1962,Poules,Yugoslavia ,Uruguay,1962-01-01,3,1,home_team,Santiago
1962,Poules,Chile,Italy ,1962-01-01,2,0,home_team,Viña Del Mar
1962,Poules,Brazil ,Czechoslovakia ,1962-01-01,0,0,draw,Rancagua
1962,Poules,England,Argentina,1962-01-01,3,1,home_team,Arica
1962,Poules,Soviet Union ,Colombia,1962-01-01,4,4,draw,Arica
1962,Poules,FRG ,Switzerland ,1962-01-01,2,1,home_team,Santiago
1962,Poules,Spain ,Mexico ,1962-01-01,1,0,home_team,Viña Del Mar
1962,Poules,Hungary ,Bulgaria ,1962-01-01,6,1,home_team,Rancagua
1962,Poules,Soviet Union ,Uruguay,1962-01-01,2,1,home_team,Arica
1962,Poules,FRG ,Chile,1962-01-01,2,0,home_team,Santiago
1962,Poules,Brazil ,Spain ,1962-01-01,2,1,home_team,Viña Del Mar
1962,Poules,Hungary ,Argentina,1962-01-01,0,0,draw,Rancagua
1962,Poules,Yugoslavia ,Colombia,1962-01-01,5,0,home_team,Arica
1962,Poules,Italy ,Switzerland ,1962-01-01,3,0,home_team,Santiago
1962,Poules,Mexico ,Czechoslovakia ,1962-01-01,3,1,home_team,Viña Del Mar
1962,Poules,England,Bulgaria ,1962-01-01,0,0,draw,Rancagua
1962,Quarts de finale,Chile,Soviet Union ,1962-01-01,2,1,home_team,Arica
1962,Quarts de finale,Yugoslavia ,FRG ,1962-01-01,1,0,home_team,Santiago
1962,Quarts de finale,Brazil ,England,1962-01-01,3,1,home_team,Viña Del Mar
1962,Quarts de finale,Czechoslovakia ,Hungary ,1962-01-01,1,0,home_team,Rancagua
1962,Demi-finales,Brazil ,Chile,1962-01-01,4,2,home_team,Santiago
1962,Demi-finales,Czechoslovakia ,Yugoslavia ,1962-01-01,3,1,home_team,Viña Del Mar
1962,Troisième place,Chile,Yugoslavia ,1962-01-01,1,0,home_team,Santiago
1962,Finale,Brazil ,Czechoslovakia ,1962-01-01,3,1,home_team,Santiago
1966,Poules,England,Uruguay,1966-01-01,0,0,draw,London
1966,Poules,FRG ,Switzerland ,1966-01-01,5,0,home_team,Sheffield
1966,Poules,Brazil ,Bulgaria ,1966-01-01,2,0,home_team,Liverpool
1966,Poules,Soviet Union ,North Korea ,1966-01-01,3,0,home_team,Middlesbrough
1966,Poules,France,Mexico ,1966-01-01,1,1,draw,London
1966,Poules,Argentina,Spain ,1966-01-01,2,1,home_team,Birmingham
1966,Poules,Portugal,Hungary ,1966-01-01,3,1,home_team,Manchester
1966,Poules,Italy ,Chile,1966-01-01,2,0,home_team,Sunderland
1966,Poules,Uruguay,France,1966-01-01,2,1,home_team,London
1966,Poules,Spain ,Switzerland ,1966-01-01,2,1,home_team,Sheffield
1966,Poules,Hungary ,Brazil ,1966-01-01,3,1,home_team,Liverpool
1966,Poules,North Korea ,Chile,1966-01-01,1,1,draw,Middlesbrough
1966,Poules,FRG ,Argentina,1966-01-01,0,0,draw,Birmingham
1966,Poules,Portugal,Bulgaria ,1966-01-01,3,0,home_team,Manchester
1966,Poules,Soviet Union ,Italy ,1966-01-01,1,0,home_team,Sunderland
1966,Poules,England,Mexico ,1966-01-01,2,0,home_team,London
1966,Poules,Mexico ,Uruguay,1966-01-01,0,0,draw,London
1966,Poules,Argentina,Switzerland ,1966-01-01,2,0,home_team,Sheffield
1966,Poules,Portugal,Brazil ,1966-01-01,3,1,home_team,Liverpool
1966,Poules,North Korea ,Italy ,1966-01-01,1,0,home_team,Middlesbrough
1966,Poules,England,France,1966-01-01,2,0,home_team,London
1966,Poules,FRG ,Spain ,1966-01-01,2,1,home_team,Birmingham
1966,Poules,Hungary ,Bulgaria ,1966-01-01,3,1,home_team,Manchester
1966,Poules,Soviet Union ,Chile,1966-01-01,2,1,home_team,Sunderland
1966,Quarts de finale,FRG ,Uruguay,1966-01-01,4,0,home_team,Sheffield
1966,Quarts de finale,Portugal,North Korea ,1966-01-01,5,3,home_team,Liverpool
1966,Quarts de finale,Soviet Union ,Hungary ,1966-01-01,2,1,home_team,Sunderland
1966,Quarts de finale,England,Argentina,1966-01-01,1,0,home_team,London
1966,Demi-finales,FRG ,Soviet Union ,1966-01-01,2,1,home_team,Liverpool
1966,Demi-finales,England,Portugal,1966-01-01,2,1,home_team,London
1966,Troisième place,Portugal,Soviet Union ,1966-01-01,2,1,home_team,London
1966,Finale,England,FRG ,1966-01-01,4,2,home_team,London
1970,Poules,Soviet Union ,Mexico ,1970-01-01,0,0,draw,México Df
1970,Poules,Uruguay,Israel ,1970-01-01,2,0,home_team,Puebla
1970,Poules,England,Romania ,1970-01-01,1,0,home_team,Guadalajara
1970,Poules,Peru ,Bulgaria ,1970-01-01,3,2,home_team,León
1970,Poules,Belgium ,El Salvador,1970-01-01,3,0,home_team,México Df
1970,Poules,Italy ,Sweden ,1970-01-01,1,0,home_team,Toluca
1970,Poules,Brazil ,Czechoslovakia ,1970-01-01,4,1,home_team,Guadalajara
1970,Poules,FRG ,Morocco ,1970-01-01,2,1,home_team,León
1970,Poules,Soviet Union ,Belgium ,1970-01-01,4,1,home_team,México Df
1970,Poules,Italy ,Uruguay,1970-01-01,0,0,draw,Puebla
1970,Poules,Romania ,Czechoslovakia ,1970-01-01,2,1,home_team,Guadalajara
1970,Poules,Peru ,Morocco ,1970-01-01,3,0,home_team,León
1970,Poules,Mexico ,El Salvador,1970-01-01,4,0,home_team,México Df
1970,Poules,Sweden ,Israel ,1970-01-01,1,1,draw,Toluca
1970,Poules,Brazil ,England,1970-01-01,1,0,home_team,Guadalajara
1970,Poules,FRG ,Bulgaria ,1970-01-01,5,2,home_team,León
1970,Poules,Soviet Union ,El Salvador,1970-01-01,2,0,home_team,México Df
1970,Poules,Sweden ,Uruguay,1970-01-01,1,0,home_team,Puebla
1970,Poules,Brazil ,Romania ,1970-01-01,3,2,home_team,Guadalajara
1970,Poules,FRG ,Peru ,1970-01-01,3,1,home_team,León
1970,Poules,Mexico ,Belgium ,1970-01-01,1,0,home_team,México Df
1970,Poules,Italy ,Israel ,1970-01-01,0,0,draw,Toluca
1970,Poules,England,Czechoslovakia ,1970-01-01,1,0,home_team,Guadalajara
1970,Poules,Bulgaria ,Morocco ,1970-01-01,1,1,draw,León
1970,Quarts de finale,Uruguay,Soviet Union ,1970-01-01,1,0,home_team,México Df
1970,Quarts de finale,Italy ,Mexico ,1970-01-01,4,1,home_team,Toluca
1970,Quarts de finale,Brazil ,Peru ,1970-01-01,4,2,home_team,Guadalajara
1970,Quarts de finale,FRG ,England,1970-01-01,3,2,home_team,León
1970,Demi-finales,Brazil ,Uruguay,1970-01-01,3,1,home_team,Guadalajara
1970,Demi-finales,Italy ,FRG ,1970-01-01,4,3,home_team,México Df
1970,Troisième place,FRG ,Uruguay,1970-01-01,1,0,home_team,México Df
1970,Finale,Brazil ,Italy ,1970-01-01,4,1,home_team,México Df
1974,Poules,Brazil ,Yugoslavia ,1974-01-01,0,0,draw,Frankfurt Am Main
1974,Poules,FRG ,Chile,1974-01-01,1,0,home_team,West-Berlin
1974,Poules,GDR ,Australia,1974-01-01,2,0,home_team,Hamburg
1974,Poules,Zaire ,Scotland,1974-01-01,0,2,away_home,Dortmund
1974,Poules,Sweden ,Bulgaria ,1974-01-01,0,0,draw,Düsseldorf
1974,Poules,Uruguay,Netherlands ,1974-01-01,0,2,away_home,Hannover
1974,Poules,Italy ,Haiti ,1974-01-01,3,1,home_team,München
1974,Poules,Poland ,Argentina,1974-01-01,3,2,home_team,Stuttgart
1974,Poules,Australia,FRG ,1974-01-01,0,3,away_home,Hamburg
1974,Poules,Chile,GDR ,1974-01-01,1,1,draw,West-Berlin
1974,Poules,Yugoslavia ,Zaire ,1974-01-01,9,0,home_team,Gelsenkirchen
1974,Poules,Scotland,Brazil ,1974-01-01,0,0,draw,Frankfurt Am Main
1974,Poules,Netherlands ,Sweden ,1974-01-01,0,0,draw,Dortmund
1974,Poules,Bulgaria ,Uruguay,1974-01-01,1,1,draw,Hannover
1974,Poules,Haiti ,Poland ,1974-01-01,0,7,away_home,München
1974,Poules,Argentina,Italy ,1974-01-01,1,1,draw,Stuttgart
1974,Poules,Australia,Chile,1974-01-01,0,0,draw,West-Berlin
1974,Poules,Zaire ,Brazil ,1974-01-01,0,3,away_home,Gelsenkirchen
1974,Poules,Scotland,Yugoslavia ,1974-01-01,1,1,draw,Frankfurt Am Main
1974,Poules,GDR ,FRG ,1974-01-01,1,0,home_team,Hamburg
1974,Poules,Bulgaria ,Netherlands ,1974-01-01,1,4,away_home,Dortmund
1974,Poules,Sweden ,Uruguay,1974-01-01,3,0,home_team,Düsseldorf
1974,Poules,Argentina,Haiti ,1974-01-01,4,1,home_team,München
1974,Poules,Poland ,Italy ,1974-01-01,2,1,home_team,Stuttgart
1974,Demi-finales,Yugoslavia ,FRG ,1974-01-01,0,2,away_home,Düsseldorf
1974,Demi-finales,Netherlands ,Argentina,1974-01-01,4,0,home_team,Gelsenkirchen
1974,Demi-finales,Brazil ,GDR ,1974-01-01,1,0,home_team,Hannover
1974,Demi-finales,Sweden ,Poland ,1974-01-01,0,1,away_home,Stuttgart
1974,Demi-finales,GDR ,Netherlands ,1974-01-01,0,2,away_home,Gelsenkirchen
1974,Demi-finales,Argentina,Brazil ,1974-01-01,1,2,away_home,Hannover
1974,Demi-finales,Poland ,Yugoslavia ,1974-01-01,2,1,home_team,Frankfurt Am Main
1974,Demi-finales,FRG ,Sweden ,1974-01-01,4,2,home_team,Düsseldorf
1974,Demi-finales,Poland ,FRG ,1974-01-01,0,1,away_home,Frankfurt Am Main
1974,Demi-finales,Netherlands ,Brazil ,1974-01-01,2,0,home_team,Dortmund
1974,Demi-finales,Argentina,GDR ,1974-01-01,1,1,draw,Gelsenkirchen
1974,Demi-finales,Sweden ,Yugoslavia ,1974-01-01,2,1,home_team,Düsseldorf
1974,Troisième place,Poland ,Brazil ,1974-01-01,1,0,home_team,München
1974,Finale,FRG ,Netherlands ,1974-01-01,2,1,home_team,München
1978,Poules,FRG ,Poland ,1978-01-01,0,0,draw,Buenos Aires
1978,Poules,Italy ,France,1978-01-01,2,1,home_team,Mar_Del_Plata
1978,Poules,Tunisia ,Mexico ,1978-01-01,3,1,home_team,Rosario
1978,Poules,Argentina,Hungary ,1978-01-01,2,1,home_team,Buenos Aires
1978,Poules,Austria ,Spain ,1978-01-01,2,1,home_team,Buenos Aires
1978,Poules,Sweden ,Brazil ,1978-01-01,1,1,draw,Mar_Del_Plata
1978,Poules,Peru ,Scotland,1978-01-01,3,1,home_team,Córdoba
1978,Poules,Netherlands ,Iran ,1978-01-01,3,0,home_team,Mendoza
1978,Poules,Italy ,Hungary ,1978-01-01,3,1,home_team,Mar_Del_Plata
1978,Poules,FRG ,Mexico ,1978-01-01,6,0,home_team,Córdoba
1978,Poules,Poland ,Tunisia ,1978-01-01,1,0,home_team,Rosario
1978,Poules,Argentina,France,1978-01-01,2,1,home_team,Buenos Aires
1978,Poules,Austria ,Sweden ,1978-01-01,1,0,home_team,Buenos Aires
1978,Poules,Brazil ,Spain ,1978-01-01,0,0,draw,Mar_Del_Plata
1978,Poules,Scotland,Iran ,1978-01-01,1,1,draw,Córdoba
1978,Poules,Netherlands ,Peru ,1978-01-01,0,0,draw,Mendoza
1978,Poules,France,Hungary ,1978-01-01,3,1,home_team,Mar_Del_Plata
1978,Poules,FRG ,Tunisia ,1978-01-01,0,0,draw,Córdoba
1978,Poules,Poland ,Mexico ,1978-01-01,3,1,home_team,Rosario
1978,Poules,Italy ,Argentina,1978-01-01,1,0,home_team,Buenos Aires
1978,Poules,Spain ,Sweden ,1978-01-01,1,0,home_team,Buenos Aires
1978,Poules,Brazil ,Austria ,1978-01-01,1,0,home_team,Mar_Del_Plata
1978,Poules,Peru ,Iran ,1978-01-01,4,1,home_team,Córdoba
1978,Poules,Scotland,Netherlands ,1978-01-01,3,2,home_team,Mendoza
1978,Demi-finales,Netherlands ,Austria ,1978-01-01,5,1,home_team,Córdoba
1978,Demi-finales,FRG ,Italy ,1978-01-01,0,0,draw,Buenos Aires
1978,Demi-finales,Brazil ,Peru ,1978-01-01,3,0,home_team,Mendoza
1978,Demi-finales,Argentina,Poland ,1978-01-01,2,0,home_team,Rosario
1978,Demi-finales,Poland ,Peru ,1978-01-01,1,0,home_team,Mendoza
1978,Demi-finales,FRG ,Netherlands ,1978-01-01,2,2,draw,Córdoba
1978,Demi-finales,Italy ,Austria ,1978-01-01,1,0,home_team,Buenos Aires
1978,Demi-finales,Argentina,Brazil ,1978-01-01,0,0,draw,Rosario
1978,Demi-finales,Austria ,FRG ,1978-01-01,3,2,home_team,Córdoba
1978,Demi-finales,Netherlands ,Italy ,1978-01-01,2,1,home_team,Buenos Aires
1978,Demi-finales,Brazil ,Poland ,1978-01-01,3,1,home_team,Mendoza
1978,Demi-finales,Argentina,Peru ,1978-01-01,6,0,home_team,Rosario
1978,Troisième place,Brazil ,Italy ,1978-01-01,2,1,home_team,Buenos Aires
1978,Finale,Argentina,Netherlands ,1978-01-01,3,1,home_team,Buenos Aires
1982,Poules,Argentina,Belgium ,1982-01-01,0,1,away_home,Barcelona
1982,Poules,Italy ,Poland ,1982-01-01,0,0,draw,Vigo
1982,Poules,Brazil ,Soviet Union ,1982-01-01,2,1,home_team,Sevilla
1982,Poules,Peru ,Cameroon ,1982-01-01,0,0,draw,La_Coruña
1982,Poules,Hungary ,El Salvador,1982-01-01,10,1,home_team,Elche
1982,Poules,Scotland,New Zealand ,1982-01-01,5,2,home_team,Málaga
1982,Poules,FRG ,Algeria ,1982-01-01,1,2,away_home,Gijón
1982,Poules,England,France,1982-01-01,3,1,home_team,Bilbao
1982,Poules,Spain ,Honduras,1982-01-01,1,1,draw,Valencia
1982,Poules,Chile,Austria ,1982-01-01,0,1,away_home,Oviedo
1982,Poules,Czechoslovakia ,Kuwait ,1982-01-01,1,1,draw,Valladolid
1982,Poules,Yugoslavia ,Northern Ireland ,1982-01-01,0,0,draw,Zaragoza
1982,Poules,Italy ,Peru ,1982-01-01,1,1,draw,Vigo
1982,Poules,Argentina,Hungary ,1982-01-01,4,1,home_team,Alicante
1982,Poules,Brazil ,Scotland,1982-01-01,4,1,home_team,Sevilla
1982,Poules,Poland ,Cameroon ,1982-01-01,0,0,draw,La_Coruña
1982,Poules,Belgium ,El Salvador,1982-01-01,1,0,home_team,Elche
1982,Poules,Soviet Union ,New Zealand ,1982-01-01,3,0,home_team,Málaga
1982,Poules,FRG ,Chile,1982-01-01,4,1,home_team,Gijón
1982,Poules,England,Czechoslovakia ,1982-01-01,2,0,home_team,Bilbao
1982,Poules,Spain ,Yugoslavia ,1982-01-01,2,1,home_team,Valencia
1982,Poules,Algeria ,Austria ,1982-01-01,0,2,away_home,Oviedo
1982,Poules,France,Kuwait ,1982-01-01,4,1,home_team,Valladolid
1982,Poules,Honduras,Northern Ireland ,1982-01-01,1,1,draw,Zaragoza
1982,Poules,Poland ,Peru ,1982-01-01,5,1,home_team,La_Coruña
1982,Poules,Belgium ,Hungary ,1982-01-01,1,1,draw,Elche
1982,Poules,Soviet Union ,Scotland,1982-01-01,2,2,draw,Málaga
1982,Poules,Italy ,Cameroon ,1982-01-01,1,1,draw,Vigo
1982,Poules,Argentina,El Salvador,1982-01-01,2,0,home_team,Alicante
1982,Poules,Brazil ,New Zealand ,1982-01-01,4,0,home_team,Sevilla
1982,Poules,Algeria ,Chile,1982-01-01,3,2,home_team,Oviedo
1982,Poules,France,Czechoslovakia ,1982-01-01,1,1,draw,Valladolid
1982,Poules,Honduras,Yugoslavia ,1982-01-01,0,1,away_home,Zaragoza
1982,Poules,FRG ,Austria ,1982-01-01,1,0,home_team,Gijón
1982,Poules,England,Kuwait ,1982-01-01,1,0,home_team,Bilbao
1982,Poules,Northern Ireland ,Spain ,1982-01-01,1,0,home_team,Valencia
1982,Quarts de finale,Austria ,France,1982-01-01,0,1,away_home,Madrid
1982,Quarts de finale,Poland ,Belgium ,1982-01-01,3,0,home_team,Barcelona
1982,Quarts de finale,Italy ,Argentina,1982-01-01,2,1,home_team,Barcelona
