edition,round,home_team,away_team,date,home_result,away_result,result,city,id_match
2022,Poules,Poland,Saudi Arabia,2022-11-26,2,0,home_team,Doha,a741e66a-07c6-421d-a241-a492eb1b6fb6
2022,Poules,France,Denmark,2022-11-26,2,1,home_team,Doha,ed57d1b4-1905-4b51-92a1-988063908e32
2022,Poules,Argentina,Mexico,2022-11-26,2,0,home_team,Al Daayen,b66d6398-923c-4807-87ae-6bcceebddbd8
2022,Poules,Spain,Germany,2022-11-27,1,1,draw,Al Khor,3473c0fa-d5f3-44ce-9526-7da800e306b0
2022,Poules,Japan,Costa Rica,2022-11-27,0,1,away_team,Ar-Rayyan,32334f68-248c-4d7b-95c9-81b372c0da2f
2022,Poules,Belgium,Morocco,2022-11-27,0,2,away_team,Doha,f9ee1393-8e3a-4558-ab61-c584947aefc0
2022,Poules,Croatia,Canada,2022-11-27,4,1,home_team,Ar-Rayyan,59f367f2-6685-497d-b856-4b9b727aa89b
2022,Poules,Brazil,Switzerland,2022-11-28,1,0,home_team,Doha,314aefa8-51bf-48b7-8b3a-f85d6630362f
2022,Poules,Portugal,Uruguay,2022-11-28,2,0,home_team,Al Daayen,ad3279a6-1f8c-4e7a-82fa-0fa02b343220
2022,Poules,Cameroon,Serbia,2022-11-28,3,3,draw,Al Wakrah,6ac81cb2-84b7-4cbc-ae4c-f3a643146d2b
2022,Poules,Korea Republic,Ghana,2022-11-28,2,3,away_team,Doha,271ac4bc-c947-48e8-8735-f00d0e0db2c8
2022,Poules,Iran,United States,2022-11-29,0,1,away_team,Doha,97f347ec-3d3a-4246-9cc9-622583f0df1e
2022,Poules,Wales,England,2022-11-29,0,3,away_team,Ar-Rayyan,34155290-1096-419e-9093-fd0fe8bf3cb1
2022,Poules,Netherlands,Qatar,2022-11-29,2,0,home_team,Al Khor,4fb8a711-9507-4395-8a90-58afcd7dda3b
2022,Poules,Ecuador,Senegal,2022-11-29,1,2,away_team,Ar-Rayyan,5ed18482-a456-4390-815f-5b05d402be43
2022,Poules,Tunisia,France,2022-11-30,1,0,home_team,Doha,a696ad58-ee28-4743-a5d8-ef047ed2b29b
2022,Poules,Australia,Denmark,2022-11-30,1,0,home_team,Al Wakrah,2a735dbd-953b-4328-a916-a6daa4108c25
2022,Poules,Saudi Arabia,Mexico,2022-11-30,1,2,away_team,Al Daayen,74cc36cf-301a-4d9d-87bf-db8cd6052684
2022,Poules,Poland,Argentina,2022-11-30,0,2,away_team,Doha,17e7346c-e83d-4126-864e-bcb870057e73
2022,Poules,Croatia,Belgium,2022-12-01,0,0,draw,Ar-Rayyan,d691006f-3a94-4d4f-822c-3de42d148bdb
2022,Poules,Canada,Morocco,2022-12-01,1,2,away_team,Doha,9a6cd49e-8615-4c88-9905-b938d7e35ae6
2022,Poules,Japan,Spain,2022-12-01,2,1,home_team,Ar-Rayyan,60805096-7526-4061-b6bb-4a7e38b74438
2022,Poules,Costa Rica,Germany,2022-12-01,2,4,away_team,Al Khor,f30b2266-468d-4869-97e1-fac54e9be3cc
2022,Poules,Serbia,Switzerland,2022-12-02,2,3,away_team,Doha,25c18184-fd0b-4af7-be0b-ac58b58cfcc5
2022,Poules,Cameroon,Brazil,2022-12-02,1,0,home_team,Al Daayen,7d5405bf-d571-47b7-b3fe-d61635180812
2022,Poules,Ghana,Uruguay,2022-12-02,0,2,away_team,Al Wakrah,4816c5f1-e324-4829-b96d-42709745ed85
2022,Poules,Korea Republic,Portugal,2022-12-02,2,1,home_team,Doha,8a5874cf-a922-4a18-a2cf-0118d38b9050
2022,Huitièmes de finale,Argentina,Australia,2022-12-03,2,1,home_team,Ar-Rayyan,8012da2c-61f4-4c50-aa9a-86c2590d5901
2022,Huitièmes de finale,Netherlands,United States,2022-12-03,3,1,home_team,Ar-Rayyan,9e9ea8af-36ec-49e4-af2e-1f603e721a06
2022,Huitièmes de finale,France,Poland,2022-12-04,3,1,home_team,Doha,8dad53ac-3ef9-4fb9-810c-ab29cfaf7007
2022,Huitièmes de finale,England,Senegal,2022-12-04,3,0,home_team,Al Khor,05470ea0-b531-49c8-9868-306ac984b589
2022,Huitièmes de finale,Japan,Croatia,2022-12-05,1,1,away_team,Al Wakrah,5e75e51f-aaab-4fa7-b7b6-1804768c0efc
2022,Huitièmes de finale,Brazil,Korea Republic,2022-12-05,4,1,home_team,Doha,26fd56e5-73a2-4d19-85d0-0dbe07f625e4
2022,Huitièmes de finale,Portugal,Switzerland,2022-12-06,6,1,home_team,Al Daayen,d52c802a-b0bb-4c74-8cc5-d31581625973
2022,Huitièmes de finale,Morocco,Spain,2022-12-06,0,0,home_team,Doha,616780da-0d52-4a31-bc95-a789f1886603
2022,Quarts de finale,Croatia,Brazil,2022-12-09,1,1,home_team,Doha,2775d49a-c951-46eb-b62d-3d132d38abd6
2022,Quarts de finale,Netherlands,Argentina,2022-12-09,2,2,away_team,Al Daayen,29efe998-2d00-4246-8442-96b8a0bca292
2022,Quarts de finale,Morocco,Portugal,2022-12-10,1,0,home_team,Doha,ad42a1b2-c1f2-4578-b497-66867bb48420
2022,Quarts de finale,England,France,2022-12-10,1,2,away_team,Al Khor,4472ad4c-1435-43f7-b8c8-2e03eb911b6f
2022,Demi-finales,Argentina,Croatia,2022-12-13,3,0,home_team,Al Daayen,b3bb383f-f01a-44ae-804d-33adc9fbd060
2022,Demi-finales,France,Morocco,2022-12-14,2,0,home_team,Al Khor,66910f97-206d-42da-97b1-2067d936ab0c
2022,Troisième place,Croatia,Morocco,2022-12-17,2,1,home_team,Ar-Rayyan,1688168a-d1de-480f-8904-f7113eca4e86
2022,Finale,Argentina,France,2022-12-18,3,3,home_team,Al Daayen,d19473d2-3b33-435a-a0db-b29ff7bd7ec1
